prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,8.499629785723688
0,0,1,64,8.617842844142933
0,0,1,256,9.090695077819907
0,0,1,1024,10.982104012527813
0,0,1,4096,18.547739751359426
0,0,1,16384,48.81028270668588
0,0,2,16,8.5414778193243
0,0,2,64,8.777903936162787
0,0,2,256,9.723608403516739
0,0,2,1024,13.506426272932547
0,0,2,4096,28.637697750595777
0,0,2,16384,89.1627836612487
0,0,8,16,8.792566020927964
0,0,8,64,9.738270488281916
0,0,8,256,13.521088357697723
0,0,8,1024,28.652359835360954
0,0,8,4096,89.17744574601387
0,0,8,16384,331.27778938862554
0,0,32,16,11.33469732772864
0,0,32,64,13.579736696758433
0,0,32,256,28.711008174421668
0,0,32,1024,89.2360940850746
0,0,32,4096,331.33643772768625
0,0,32,16384,1299.737812298133
0,0,128,16,15.35210855338729
0,0,128,64,40.12195598882714
0,0,128,256,111.98506421809576
0,0,128,1024,354.08540786070745
0,0,128,4096,1322.486782431154
0,0,128,16384,5196.092280712941
0,0,256,16,20.708656854265485
0,0,256,64,60.609775767368575
0,0,256,256,230.7452881143887
0,0,256,1024,703.3439858208069
0,0,256,4096,2640.1467349617005
0,0,256,16384,10387.357731525275
16,0,0,0,12.496106700596522
16,0,1,16,20.99573648632021
16,0,1,64,21.113949544739455
16,0,1,256,21.58680177841643
16,0,1,1024,23.478210713124334
16,0,1,4096,31.04384645195595
16,0,1,16384,61.3063894072824
16,0,2,16,21.03758451992082
16,0,2,64,21.274010636759307
16,0,2,256,22.219715104113263
16,0,2,1024,26.00253297352907
16,0,2,4096,41.1338044511923
16,0,2,16384,101.65889036184522
16,0,8,16,21.288672721524485
16,0,8,64,22.23437718887844
16,0,8,256,26.017195058294245
16,0,8,1024,41.148466535957475
16,0,8,4096,101.6735524466104
16,0,8,16384,343.77389608922203
16,0,32,16,23.83080402832516
16,0,32,64,26.075843397354955
16,0,32,256,41.20711487501819
16,0,32,1024,101.73220078567113
16,0,32,4096,343.83254442828274
16,0,32,16384,1312.2339189987295
16,0,128,16,27.84821525398381
16,0,128,64,52.61806268942366
16,0,128,256,124.48117091869229
16,0,128,1024,366.58151456130395
16,0,128,4096,1334.9828891317507
16,0,128,16384,5208.588387413537
16,0,256,16,33.204763554862005
16,0,256,64,73.1058824679651
16,0,256,256,243.24139481498523
16,0,256,1024,715.8400925214034
16,0,256,4096,2652.642841662297
16,0,256,16384,10399.853838225872
16,512,0,0,14.57800033135805
16,512,1,16,23.07763011708174
16,512,1,64,23.195843175500983
16,512,1,256,23.668695409177957
16,512,1,1024,25.56010434388586
16,512,1,4096,33.12574008271748
16,512,1,16384,63.38828303804393
16,512,2,16,23.119478150682347
16,512,2,64,23.355904267520835
16,512,2,256,24.30160873487479
16,512,2,1024,28.0844266042906
16,512,2,4096,43.215698081953825
16,512,2,16384,103.74078399260675
16,512,8,16,23.370566352286012
16,512,8,64,24.316270819639968
16,512,8,256,28.099088689055773
16,512,8,1024,43.230360166719
16,512,8,4096,103.75544607737193
16,512,8,16384,345.8557897199836
16,512,32,16,25.91269765908669
16,512,32,64,28.157737028116482
16,512,32,256,43.28900850577972
16,512,32,1024,103.81409441643265
16,512,32,4096,345.9144380590443
16,512,32,16384,1314.315812629491
16,512,128,16,29.930108884745337
16,512,128,64,54.69995632018519
16,512,128,256,126.56306454945381
16,512,128,1024,368.6634081920655
16,512,128,4096,1337.064782762512
16,512,128,16384,5210.670281044299
16,512,256,16,35.28665718562353
16,512,256,64,75.18777609872663
16,512,256,256,245.32328844574675
16,512,256,1024,717.9219861521649
16,512,256,4096,2654.7247352930585
16,512,256,16384,10401.935731856633
16,2048,0,0,20.663246232997395
16,2048,1,16,29.162876018721082
16,2048,1,64,29.28108907714033
16,2048,1,256,29.753941310817304
16,2048,1,1024,31.645350245525208
16,2048,1,4096,39.210985984356824
16,2048,1,16384,69.47352893968328
16,2048,2,16,29.204724052321694
16,2048,2,64,29.44115016916018
16,2048,2,256,30.386854636514133
16,2048,2,1024,34.16967250592994
16,2048,2,4096,49.30094398359317
16,2048,2,16384,109.82602989424609
16,2048,8,16,29.45581225392536
16,2048,8,64,30.40151672127931
16,2048,8,256,34.184334590695116
16,2048,8,1024,49.31560606835835
16,2048,8,4096,109.84069197901127
16,2048,8,16384,351.9410356216229
16,2048,32,16,31.997943560726036
16,2048,32,64,34.242982929755826
16,2048,32,256,49.37425440741906
16,2048,32,1024,109.89934031807199
16,2048,32,4096,351.9996839606836
16,2048,32,16384,1320.4010585311303
16,2048,128,16,36.015354786384684
16,2048,128,64,60.785202221824534
16,2048,128,256,132.64831045109315
16,2048,128,1024,374.74865409370483
16,2048,128,4096,1343.1500286641515
16,2048,128,16384,5216.755526945938
16,2048,256,16,41.37190308726288
16,2048,256,64,81.27302200036597
16,2048,256,256,251.40853434738608
16,2048,256,1024,724.0072320538043
16,2048,256,4096,2660.809981194698
16,2048,256,16384,10408.020977758273
16,8192,0,0,39.44357410184985
16,8192,1,16,47.94320388757353
16,8192,1,64,48.06141694599278
16,8192,1,256,48.53426917966976
16,8192,1,1024,50.42567811437766
16,8192,1,4096,57.99131385320928
16,8192,1,16384,88.25385680853573
16,8192,2,16,47.98505192117415
16,8192,2,64,48.221478038012634
16,8192,2,256,49.16718250536658
16,8192,2,1024,52.95000037478239
16,8192,2,4096,68.08127185244562
16,8192,2,16384,128.60635776309854
16,8192,8,16,48.23614012277781
16,8192,8,64,49.18184459013176
16,8192,8,256,52.96466245954757
16,8192,8,1024,68.0959339372108
16,8192,8,4096,128.62101984786372
16,8192,8,16384,370.72136349047537
16,8192,32,16,50.77827142957849
16,8192,32,64,53.02331079860828
16,8192,32,256,68.15458227627151
16,8192,32,1024,128.67966818692446
16,8192,32,4096,370.7800118295361
16,8192,32,16384,1339.1813863999828
16,8192,128,16,54.79568265523714
16,8192,128,64,79.56553009067699
16,8192,128,256,151.4286383199456
16,8192,128,1024,393.5289819625573
16,8192,128,4096,1361.930356533004
16,8192,128,16384,5235.535854814791
16,8192,256,16,60.15223095611533
16,8192,256,64,100.05334986921842
16,8192,256,256,270.18886221623853
16,8192,256,1024,742.7875599226568
16,8192,256,4096,2679.59030906355
16,8192,256,16384,10426.801305627125
64,0,0,0,22.6942454999032
64,0,1,16,31.193875285626888
64,0,1,64,31.31208834404613
64,0,1,256,31.784940577723106
64,0,1,1024,33.67634951243102
64,0,1,4096,41.241985251262626
64,0,1,16384,71.50452820658909
64,0,2,16,31.2357233192275
64,0,2,64,31.472149436065987
64,0,2,256,32.41785390341994
64,0,2,1024,36.20067177283575
64,0,2,4096,51.33194325049898
64,0,2,16384,111.8570291611519
64,0,8,16,31.486811520831164
64,0,8,64,32.432515988185116
64,0,8,256,36.215333857600925
64,0,8,1024,51.34660533526416
64,0,8,4096,111.87169124591708
64,0,8,16384,353.97203488852875
64,0,32,16,34.02894282763184
64,0,32,64,36.273982196661635
64,0,32,256,51.40525367432487
64,0,32,1024,111.9303395849778
64,0,32,4096,354.03068322758946
64,0,32,16384,1322.432057798036
64,0,128,16,38.046354053290486
64,0,128,64,62.81620148873034
64,0,128,256,134.67930971799896
64,0,128,1024,376.77965336061067
64,0,128,4096,1345.1810279310573
64,0,128,16384,5218.786526212844
64,0,256,16,43.40290235416869
64,0,256,64,83.30402126727178
64,0,256,256,253.4395336142919
64,0,256,1024,726.0382313207101
64,0,256,4096,2662.8409804616035
64,0,256,16384,10410.051977025178
64,512,0,0,24.702982934509688
64,512,1,16,33.202612720233375
64,512,1,64,33.32082577865262
64,512,1,256,33.79367801232959
64,512,1,1024,35.685086947037505
64,512,1,4096,43.250722685869114
64,512,1,16384,73.51326564119557
64,512,2,16,33.24446075383399
64,512,2,64,33.48088687067248
64,512,2,256,34.42659133802643
64,512,2,1024,38.209409207442235
64,512,2,4096,53.34068068510547
64,512,2,16384,113.86576659575839
64,512,8,16,33.495548955437656
64,512,8,64,34.441253422791604
64,512,8,256,38.22407129220741
64,512,8,1024,53.355342769870646
64,512,8,4096,113.88042868052356
64,512,8,16384,355.9807723231352
64,512,32,16,36.037680262238325
64,512,32,64,38.28271963126812
64,512,32,256,53.413991108931356
64,512,32,1024,113.93907701958429
64,512,32,4096,356.03942066219594
