prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,9.549656752123077
0,0,1,64,9.647781752123077
0,0,1,256,9.677781752123076
0,0,1,1024,10.940281752123077
0,0,1,4096,13.545281752123078
0,0,1,16384,20.92028175212308
0,0,2,16,9.549656752123077
0,0,2,64,9.647781752123077
0,0,2,256,9.677781752123076
0,0,2,1024,10.940281752123077
0,0,2,4096,13.545281752123078
0,0,2,16384,20.92028175212308
0,0,8,16,9.549656752123077
0,0,8,64,9.647781752123077
0,0,8,256,9.677781752123076
0,0,8,1024,10.940281752123077
0,0,8,4096,13.545281752123078
0,0,8,16384,20.92028175212308
0,0,32,16,12.179310252509092
0,0,32,64,10.837781752123076
0,0,32,256,10.897781752123077
0,0,32,1024,13.422781752123075
0,0,32,4096,18.63278175212308
0,0,32,16384,33.38278175212308
0,0,128,16,18.73056025250909
0,0,128,64,29.154136210285714
0,0,128,256,40.73215852890141
0,0,128,1024,50.83215852890141
0,0,128,4096,71.6721585289014
0,0,128,16384,130.6721585289014
0,0,256,16,27.46556025250909
0,0,256,64,38.67413621028572
0,0,256,256,88.23947673600001
0,0,256,1024,96.8374871571948
0,0,256,4096,138.5174871571948
0,0,256,16384,256.51748715719486
16,0,0,0,11.20056025250909
16,0,1,16,20.75021700463217
16,0,1,64,20.84834200463217
16,0,1,256,20.878342004632167
16,0,1,1024,22.140842004632166
16,0,1,4096,24.745842004632166
16,0,1,16384,32.120842004632166
16,0,2,16,20.75021700463217
16,0,2,64,20.84834200463217
16,0,2,256,20.878342004632167
16,0,2,1024,22.140842004632166
16,0,2,4096,24.745842004632166
16,0,2,16384,32.120842004632166
16,0,8,16,20.75021700463217
16,0,8,64,20.84834200463217
16,0,8,256,20.878342004632167
16,0,8,1024,22.140842004632166
16,0,8,4096,24.745842004632166
16,0,8,16384,32.120842004632166
16,0,32,16,23.379870505018182
16,0,32,64,22.038342004632167
16,0,32,256,22.098342004632165
16,0,32,1024,24.623342004632164
16,0,32,4096,29.83334200463217
16,0,32,16384,44.583342004632165
16,0,128,16,29.931120505018182
16,0,128,64,40.3546964627948
16,0,128,256,51.93271878141049
16,0,128,1024,62.032718781410495
16,0,128,4096,82.8727187814105
16,0,128,16384,141.8727187814105
16,0,256,16,38.66612050501818
16,0,256,64,49.8746964627948
16,0,256,256,99.44003698850909
16,0,256,1024,108.03804740970389
16,0,256,4096,149.7180474097039
16,0,256,16384,267.71804740970396
16,512,0,0,12.787781752123076
16,512,1,16,22.33743850424615
16,512,1,64,22.43556350424615
16,512,1,256,22.465563504246152
16,512,1,1024,23.728063504246155
16,512,1,4096,26.33306350424615
16,512,1,16384,33.708063504246155
16,512,2,16,22.33743850424615
16,512,2,64,22.43556350424615
16,512,2,256,22.465563504246152
16,512,2,1024,23.728063504246155
16,512,2,4096,26.33306350424615
16,512,2,16384,33.708063504246155
16,512,8,16,22.33743850424615
16,512,8,64,22.43556350424615
16,512,8,256,22.465563504246152
16,512,8,1024,23.728063504246155
16,512,8,4096,26.33306350424615
16,512,8,16384,33.708063504246155
16,512,32,16,24.967092004632168
16,512,32,64,23.625563504246152
16,512,32,256,23.685563504246154
16,512,32,1024,26.210563504246153
16,512,32,4096,31.420563504246154
16,512,32,16384,46.170563504246154
16,512,128,16,31.518342004632167
16,512,128,64,41.94191796240879
16,512,128,256,53.51994028102448
16,512,128,1024,63.61994028102448
16,512,128,4096,84.45994028102449
16,512,128,16384,143.45994028102447
16,512,256,16,40.253342004632174
16,512,256,64,51.46191796240879
16,512,256,256,101.02725848812308
16,512,256,1024,109.62526890931788
16,512,256,4096,151.30526890931787
16,512,256,16384,269.30526890931793
16,2048,0,0,20.666531752123078
16,2048,1,16,30.21618850424615
16,2048,1,64,30.31431350424615
16,2048,1,256,30.344313504246152
16,2048,1,1024,31.60681350424615
16,2048,1,4096,34.21181350424615
16,2048,1,16384,41.58681350424616
16,2048,2,16,30.21618850424615
16,2048,2,64,30.31431350424615
16,2048,2,256,30.344313504246152
16,2048,2,1024,31.60681350424615
16,2048,2,4096,34.21181350424615
16,2048,2,16384,41.58681350424616
16,2048,8,16,30.21618850424615
16,2048,8,64,30.31431350424615
16,2048,8,256,30.344313504246152
16,2048,8,1024,31.60681350424615
16,2048,8,4096,34.21181350424615
16,2048,8,16384,41.58681350424616
16,2048,32,16,32.84584200463217
16,2048,32,64,31.504313504246152
16,2048,32,256,31.564313504246154
16,2048,32,1024,34.08931350424616
16,2048,32,4096,39.29931350424616
16,2048,32,16384,54.04931350424615
16,2048,128,16,39.397092004632164
16,2048,128,64,49.82066796240879
16,2048,128,256,61.39869028102448
16,2048,128,1024,71.49869028102448
16,2048,128,4096,92.33869028102447
16,2048,128,16384,151.33869028102447
16,2048,256,16,48.13209200463216
16,2048,256,64,59.340667962408794
16,2048,256,256,108.90600848812308
16,2048,256,1024,117.50401890931786
16,2048,256,4096,159.18401890931787
16,2048,256,16384,277.18401890931796
16,8192,0,0,40.51653175212308
16,8192,1,16,50.066188504246156
16,8192,1,64,50.16431350424615
16,8192,1,256,50.19431350424615
16,8192,1,1024,51.456813504246156
16,8192,1,4096,54.06181350424615
16,8192,1,16384,61.43681350424616
16,8192,2,16,50.066188504246156
16,8192,2,64,50.16431350424615
16,8192,2,256,50.19431350424615
16,8192,2,1024,51.456813504246156
16,8192,2,4096,54.06181350424615
16,8192,2,16384,61.43681350424616
16,8192,8,16,50.066188504246156
16,8192,8,64,50.16431350424615
16,8192,8,256,50.19431350424615
16,8192,8,1024,51.456813504246156
16,8192,8,4096,54.06181350424615
16,8192,8,16384,61.43681350424616
16,8192,32,16,52.69584200463216
16,8192,32,64,51.35431350424615
16,8192,32,256,51.41431350424616
16,8192,32,1024,53.93931350424615
16,8192,32,4096,59.14931350424616
16,8192,32,16384,73.89931350424615
16,8192,128,16,59.247092004632165
16,8192,128,64,69.67066796240879
16,8192,128,256,81.24869028102448
16,8192,128,1024,91.34869028102449
16,8192,128,4096,112.18869028102448
16,8192,128,16384,171.18869028102446
16,8192,256,16,67.98209200463216
16,8192,256,64,79.1906679624088
16,8192,256,256,128.75600848812306
16,8192,256,1024,137.35401890931786
